route_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url,agency_id,route_code,line_id,alt_id,long_name,description,pdf_file_url,pdf_file_link,iconography_url,route_code_padded,terminal_1,arterials,terminal_2,description_0,description_1,display_order,travel_direction_0,travel_direction_1,is_active
690-13172,690,Metro Local Line,SYLMAR OLIVE VIEW HOSP. - SUNLAND VIA FOOTHILL BL,bus,E16710,,,LACMTA,690,690,,,Sunland-Sylmar,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19112440/690_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-690/attachment/690_tt_10-23-22/,,690,Sylmar,"Foothill Bl, Roxford St, San Fernando Rd",Sunland,Sylmar to Sunland,Sunland to Sylmar,112,Eastbound,Westbound,true
699-13172,C Line - SoFi Stadium,SoFi Stadium Express,"The express shuttle will operate between the Metro C Line Hawthorne/Lennox Station and SoFi Stadium during SoFi Stadiums three pre-season and 18 regular-season NFL games. Shuttle service will run every 5-8 minutes roughly 3 hours before kick-off and roughly 1.5 hours after each game. During the game, shuttles will depart SoFi to the Metro C Line Hawthorne/Lennox Station as needed. Metro express shuttle service to SoFi Stadium is FREE, but normal fares apply for regular Metro Bus and Rail service and parking fees at Metro Park & Ride lots",express,,,https://www.metro.net/riding/gameday/,LACMTA,699,699,,SoFi Stadium Express,,,,,0,Hawthorne/Lennox Station,,SoFi Stadium,Hawthorne/Lennox Station to SoFi Stadium,SoFi Stadium to Hawthorn/Lennox Station,1,,,true
70-13172,70,Metro Local Line,DOWNTOWN LA - EL MONTE VIA CESAR CHAVEZ-GARVEY AVS,bus,E16710,,,LACMTA,70,70,,,Downtown LA - El Monte via Cesar Chavez Av-Atlantic Bl-Garvey Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08173801/070_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-070/attachment/070_tt_12-11-22/,,70,Downtown LA,"Cesar Chavez Av, Atlantic Bl, Garvey Av",El Monte,Downtown LA to El Monte,El Monte to Downtown LA,22,Eastbound,Westbound,true
720-13172,720,Metro Rapid Line,SANTA MONICA-DOWNTOWN LA VIA WILSHIRE BLVD,bus,E16710,FFFFFF,,LACMTA,720,720,,,Santa Monica - Downtown LA via Wilshire Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19112542/720_TT_10_23_22.pdf,https://www.metro.net/line-override/22-10-line-720/attachment/720_tt_10_23_22/,,720,Santa Monica,Wilshire Bl,Downtown LA,Santa Monica to Downtown LA,Downtown LA to Santa Monica,113,Eastbound,Westbound,true
754-13172,754,Metro Rapid Line,HOLLYWOOD - ATHENS VIA VERMONT AV,bus,E16710,FFFFFF,,LACMTA,754,754,,,Hollywood - Athens via Vermont Ave,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08202259/754_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-754/attachment/754_tt_12-11-22/,,754,Vermont/Athens Station,Vermont Av,Hollywood,Vermont/Athens Station to Hollywood,Hollywood to Vermont/Athens Station,115,Northbound,Southbound,true
761-13172,761,Metro Rapid Line,SYLMAR STA- WEST LA VIA VAN NUYS BL - SEPULVEDA BL,bus,E16710,FFFFFF,,LACMTA,761,761,,,Sylmar Station - E Line (Expo) Line via Van Nuys Bl-Sepulveda Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/06/24095246/761_TT_06-26-22.pdf,https://www.metro.net/line-override/22-06-line-761/attachment/761_tt_06-26-22/,,761,Expo/Sepulveda Station,"San Fernando Bl, Van Nuys Bl, Sepulveda Bl",Sylmar Station,Expo/Sepulveda Station to Sylmar Station,Sylmar Station to Expo/Sepulveda Station,116,Northbound,Southbound,true
76-13172,76,Metro Local Line,DOWNTOWN LA - EL MONTE VIA VALLEY BL,bus,E16710,,,LACMTA,76,76,,,Downtown LA - El Monte via Valley Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08173957/076_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-076/attachment/076_tt_12-11-22/,,76,Downtown LA,Valley Bl,El Monte,Downtown LA to El Monte,El Monte to Downtown LA,23,Eastbound,Westbound,true
78-13172,78,Metro Local Line,DOWNTOWN LA-ARCADIA VIA HUNTINGTON-MAIN-LAS TUNAS,bus,E16710,,,LACMTA,78,78,,,Downtown LA - Arcadia via Las Tunas Av & Huntington Dr,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08174121/078_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-078/attachment/078_tt_12-11-22/,,78,Downtown LA,"Las Tunas Av, Huntington Dr",Arcadia,Downtown LA to Arcadia,Arcadia to Downtown LA,24,Eastbound,Westbound,true
801,,Metro A Line,,rail,0072BC,FFFFFF,https://www.metro.net/riding/guide/A-line/,LACMTA_Rail,Metro A-Line,801,,A Line,Azusa - Long Beach,https://cdn.beta.metro.net/wp-content/uploads/2022/02/07163008/801_TT_09-06-22.pdf,https://www.metro.net/line-override/22-02-line-801/attachment/801_tt_09-06-22/,https://lacmta.github.io/metro-iconography/Service_ALine.svg,801,Long Beach,,Azusa,Long Beach to Azusa,Azusa to Long Beach,1,Northbound,Southbound,true
802,,Metro B Line,,rail,EB131B,FFFFFF,https://www.metro.net/riding/guide/B-line/,LACMTA_Rail,Metro B-Line,802,,B Line,Union Station - North Hollywood,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08202420/802_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-802/attachment/802_tt_12-11-22/,https://lacmta.github.io/metro-iconography/Service_BLine.svg,802,North Hollywood,,Downtown LA,North Hollywood to Downtown LA,Downtown LA to North Hollywood,2,Southbound,Northbound,true
803,,Metro C Line,,rail,58A738,FFFFFF,https://www.metro.net/riding/guide/C-line/,LACMTA_Rail,Metro C-Line,803,,C Line,Norwalk - Redondo Beach,https://cdn.beta.metro.net/wp-content/uploads/2022/02/27171934/803_TT_02-20-22.pdf,https://www.metro.net/line-override/22-02-line-803/attachment/803_tt_02-20-22/,https://lacmta.github.io/metro-iconography/Service_CLine.svg,803,Redondo Beach,,Norwalk,Redondo Beach to Norwalk,Norwalk to Redondo Beach,3,Eastbound,Westbound,true
804,,Metro E Line,,rail,FDB913,000000,https://www.metro.net/riding/guide/E-line/,LACMTA_Rail,Metro E-Line,804,,E Line,East Los Angeles - Santa Monica ,https://cdn.beta.metro.net/wp-content/uploads/2022/02/27171933/806_TT_02-20-22.pdf,https://www.metro.net/line-override/22-04-line-806/attachment/806_tt_02-20-22/,https://lacmta.github.io/metro-iconography/Service_ELine2.svg,804,Santa Monica,,East Los Angeles,Santa Monica to East Los Angeles,East Los Angeles to Santa Monica,5,Eastbound,Westbound,true
805,,Metro D Line,,rail,A05DA5,FFFFFF,https://www.metro.net/riding/guide/D-line/,LACMTA_Rail,Metro D-Line,805,,D Line,Union Station - Wilshire/Western,https://cdn.beta.metro.net/wp-content/uploads/2022/02/27171934/802-805_TT_02-20-22.pdf,https://www.metro.net/?attachment_id=65953,https://lacmta.github.io/metro-iconography/Service_DLine.svg,805,Wilshire/Western,,Downtown LA,Wilshire/Western to Downtown LA,Downtown LA to Wilshire/Western,4,Eastbound,Westbound,true
807,,Metro K Line,,rail,E56DB1,000000,https://www.metro.net/riding/guide/K-line/,LACMTA_Rail,Metro K-Line,807,,K Line,Expo/Crenshaw - Westchester/Veterans,https://cdn.beta.metro.net/wp-content/uploads/2022/10/05161829/807_TT_10-07-22.pdf,https://www.metro.net/line-override/22-10-line-807/attachment/807_tt_10-07-22/,https://lacmta.github.io/metro-iconography/Service_KLine.svg,807,Westchester/Veterans,,Expo/Crenshaw,Westchester/Veterans to Expo/Crenshaw,Expo/Crenshaw to Westchester/Veterans,6,Northbound,Southbound,true
81-13172,81,Metro Local Line,EAGLE ROCK- DWNTWN LA- HARBOR FWY STA VIA FIGUEROA,bus,E16710,,,LACMTA,81,81,,,Eagle Rock - Downtown LA - Harbor Freeway Station via Figueroa St,https://cdn.beta.metro.net/wp-content/uploads/2022/06/24115204/081_TT_06-26-22.pdf,https://www.metro.net/line-override/22-06-line-081/attachment/081_tt_06-26-22/,,81,Eagle Rock,Figueroa St,Harbor Freeway Station,Eagle Rock to Harbor Freeway Station,Harbor Freeway Station to Eagle Rock,25,Northbound,Southbound,true
857-13172,,C & K Line Link (857),C & K LINE LINK,bus,E16710,,,LACMTA,857,857,,C & K Line Link Shuttle,Aviation/LAX Station - Westchester/Veterans Station,https://cdn.beta.metro.net/wp-content/uploads/2022/10/05161344/857_TT_10-07-22.pdf,https://www.metro.net/line-override/line-857/attachment/857_tt_10-07-22/,,857,Aviation/LAX Station,,Westchester/Veterans Station,Aviation/LAX Station to Westchester/Veterans Station,Westchester/Veterans Station to Aviation/LAX Station,1,Northbound,Southbound,true
901-13172,,Metro G Line (Orange) 901,METRO ORANGE LINE,busway,FC4C02,FFFFFF,https://www.metro.net/riding/guide/G-line/,LACMTA,901,901,,G Line,Chatsworth - Canoga Park - North Hollywood,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08202522/901_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-901/attachment/901_tt_12-11-22/,https://lacmta.github.io/metro-iconography/Service_GLine.svg,901,Chatsworth,,North Hollywood,Chatsworth to North Hollywood,North Hollywood to Chatsworth,1,Southbound,Northbound,true
90-13172,90,Metro Local Line,DTLA - NOHO STA VIA VINELAND-FOOTHILL-GLENDALE BL,bus,E16710,,,LACMTA,90,90,,,LA Civic Center - Sunland - North Hollywood via Glendale Av-Foothill Bl-Vineland Av,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17204404/090_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-090/attachment/090_tt_10-23-22/,,90,Downtown LA,"Glendale Av, Foothill Bl, Vineland Av",North Hollywood,Downtown LA to North Hollywood,North Hollywood to Downtown LA,26,Northbound,Southbound,true
910-13172,910,Metro J Line (Silver) 910/950,METRO SILVER LINE,busway,ADB8BF,000000,https://www.metro.net/riding/guide/J-line/,LACMTA,910,910,910/950 ,J Line,El Monte - Harbor Gateway/San Pedro via Downtown LA,https://cdn.beta.metro.net/wp-content/uploads/2022/06/24114358/910-950_TT_06-26-22.pdf,https://www.metro.net/line-override/22-06-line-910-950/attachment/910-950_tt_06-26-22/,https://lacmta.github.io/metro-iconography/Service_JLine.svg,910,Harbor Gateway,,El Monte,Harbor Gateway to El Monte,El Monte to Harbor Gateway,2,Northbound,Southbound,true
92-13172,92,Metro Local Line,DWNTWN LA- SYLMAR STA VIA GLENDALE - GLENOAKS BLS,bus,E16710,,,LACMTA,92,92,,,Downtown LA - Sylmar Station via Glendale-Glenoaks Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08174255/092_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-092/attachment/092_tt_12-11-22/,,92,Downtown LA,"Glendale Bl, Glenoaks Bl",Sylmar Station,Downtown LA to Sylmar Station,Sylmar Station to Downtown LA,27,Northbound,Southbound,true
94-13172,94,Metro Local Line,DTWN LA - NOHO STA VIA SAN FERNANDO RD-MAGNOLIA BL,bus,E16710,,,LACMTA,94,94,,,Downtown LA - Glendale - Burbank - North Hollywood via San Fernando Rd-Magnolia Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08174416/094_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-094/attachment/094_tt_12-11-22/,,94,Downtown LA,"San Fernando Rd, Magnolia Bl",North Hollywood,Downtown LA to North Hollywood,North Hollywood to Downtown LA,28,Northbound,Southbound,true
296,296,Metro Local Line,LINCOLN/CYPRESS STA-BURBANK STA VIA GRIFFITH PARK,bus,E16710,,,LACMTA,296,296,,,Lincoln Heights/Cypress Station - Burbank Station via Griffith Park Dr,https://cdn.beta.metro.net/wp-content/uploads/2022/09/07161639/096_TT_06-27-21.pdf,https://www.metro.net/line-override/line-96/attachment/096_tt_06-27-21/,,296,Lincoln/Cypress Station,Riverside Dr,Burbank Station,Lincoln/Cypress Station to Burbank Station,Burbank Station to Lincoln/Cypress Station,29,Northbound,Southbound,true
74,74,Metro Local Line,MONTEBELLO - MONTEREY PARK VIA 1ST-GARVEY,bus,E16710,,,LACMTA,74,74,,,Monterey Park - Cal State LA - LA Union Station - Little Tokyo - Montebello via Garvey Av & 1st St,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17205530/106_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-106/attachment/106_tt_10-23-22/,,74,Monterey Park,"Garvey Av, 1st Av",Montebello,Monterey Park to Montebello,Montebello to Monterey Park,32,Southbound,Northbound,true
93,93,Metro Local Line,GLENDALE-GRAND STA VIA SAN FERNANDO-RAMPART-HOOVER,bus,E16710,,,LACMTA,93,93,,,,,,,93,Glendale Galleria,"San Fernando Rd, Rampart Bl, Hoover St",Grand/LATTC Station,Grand/LATTC Station to Glendale Galleria,Glendale Galleria to Grand/LATTC Station,,Northbound,Southbound,true
950,950,Metro J Line (Silver) 910/950,METRO SILVER LINE,busway,ADB8BF,000000,https://www.metro.net/riding/guide/J-line/,LACMTA,950,950,910/950 ,J Line,El Monte - Harbor Gateway/San Pedro via Downtown LA,https://cdn.beta.metro.net/wp-content/uploads/2022/06/24114358/910-950_TT_06-26-22.pdf,https://www.metro.net/line-override/22-06-line-910-950/attachment/910-950_tt_06-26-22/,https://lacmta.github.io/metro-iconography/Service_JLine.svg,950,San Pedro,,El Monte,San Pedro to El Monte,El Monte to San Pedro,2,Northbound,Southbound,true
